/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448319155055.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_162144832157297.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448322675946.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448324709268.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448326128349.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448328761107.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448330291398.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448332061251.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448334154944.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448335779848.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448337053492.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448339515907.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448341488854.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448367162736.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448376022549.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448377381961.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448378669429.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448381208142.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448382292459.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448383817257.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448385623452.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448386633755.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448388848583.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448390168025.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_162144840320142.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448405325518.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448408242941.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448409270642.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448410397233.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448411685364.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448413351453.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448414364218.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448415563285.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448416885596.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448418098817.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448420041989.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448421565722.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448428818043.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448430687518.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448431793488.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448432911333.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448435574888.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448436705608.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448437991076.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448439538128.jpg,0,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448440847781.jpg,-100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448442107493.jpg,100,100
/home/pi/Desktop/TFG/intelligent-driving-system/ia/training_data/Images269/Image_1621448443385707.jpg,-100,100
