C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967730232064.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967731509936.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967733896353.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967734965134.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967735732049.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967736485124.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967748752645.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967750090593.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967752223043.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967752976014.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967756712856.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967757479674.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967759714701.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967760417296.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967764961294.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967765652065.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967766421856.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967767184149.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967767996031.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967768697527.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967769398542.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967770124386.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967770821085.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967771522725.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967772248886.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_162196777294515.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967773748702.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967774552029.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967775391005.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967776180142.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967776984485.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967777692223.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_162196777841367.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967779243858.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967780002112.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967780836893.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967782637449.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967783948245.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_162196778465587.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967785447492.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967787782883.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967788596251.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967789297017.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967790124031.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967790819672.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967791522618.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_162196779225063.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967792950283.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967793688691.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967795121157.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967795840759.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967796576561.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967797301519.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967797997171.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_162196779870601.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967799431645.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967800133129.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967800846659.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967801571858.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967802277905.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967805510153.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967808439822.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967809146309.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967809875282.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967810573892.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967811298927.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967812680286.jpg,-75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967813405962.jpg,-75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967815343317.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967816204849.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967817237909.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_162196781833644.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967819288289.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967819985818.jpg,75,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967820692776.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_162196782249149.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_162196782318038.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967823890355.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967825302797.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967826002141.jpg,100,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967826701569.jpg,0,100
C:\Users\javie\OneDrive\Escritorio\TFG\intelligent-driving-system\ia\training_data\Images703\Image_1621967827422978.jpg,0,100
